tool,operation,count,mean,std,min,max,p50,p90,p99,success_rate
agent,process_shadow,12,0.1008238395055135,0.0002291385751689704,0.10051965713500977,0.10139012336730957,0.1007765531539917,0.10111851692199707,0.101363844871521,1.0
