tool,operation,count,mean,std,min,max,p50,p90,p99,success_rate
agent,process_shadow,12,0.1007044514020284,0.00028899882200217905,0.10034990310668945,0.10150933265686035,0.10065305233001709,0.10090374946594238,0.10144515752792359,1.0
